id,title,company,location,salary_min,salary_max,posted_date,avg_salary,is_remote,industry,experience_level,job_type,remote_allowed,city,state,country,key_skills
job_20260419_137,Data Engineer,FinTech Solutions,"San Francisco, CA, USA",98538,142751,2026-03-20,120644.5,1,Retail,Mid Level,Full-Time,Yes,San Francisco,CA,USA,"Tableau, Airflow, Kubernetes"
job_20260419_138,Cloud Architect,GlobalBank,"Berlin, BE, Germany",62798,111534,2026-03-25,87166.0,1,Technology,Mid Level,Contract,Yes,Berlin,BE,Germany,"Terraform, AWS, CI/CD"
job_20260419_139,Cloud Architect,FinTech Solutions,"Toronto, ON, Canada",129529,169901,2026-03-25,149715.0,0,Healthcare,Mid Level,Contract,No,Toronto,ON,Canada,"Terraform, Azure, CI/CD"
job_20260419_140,DevOps Engineer,TechCorp,"Remote, Remote, Remote",160996,196031,2026-04-14,178513.5,1,Healthcare,Executive,Part-Time,Yes,Remote,Remote,Worldwide,"Docker, Airflow, AWS"
job_20260419_141,Cloud Architect,DataSystems,"Manchester, ENG, UK",165968,187484,2026-03-22,176726.0,1,Technology,Executive,Full-Time,Yes,Manchester,ENG,UK,"CI/CD, Azure, AWS"
job_20260419_142,Cloud Architect,TechCorp,"Toronto, ON, Canada",89812,133759,2026-04-04,111785.5,1,Healthcare,Mid Level,Part-Time,Yes,Toronto,ON,Canada,"Terraform, CI/CD, AWS"
job_20260419_143,DevOps Engineer,EcoEnergy,"Toronto, ON, Canada",83371,119987,2026-03-21,101679.0,0,Finance,Mid Level,Part-Time,No,Toronto,ON,Canada,"Docker, Airflow, AWS"
job_20260419_144,DevOps Engineer,AI Innovations,"London, ENG, UK",98514,134744,2026-04-02,116629.0,1,Retail,Mid Level,Part-Time,Yes,London,ENG,UK,"Docker, Kubernetes, AWS"
job_20260419_145,DevOps Engineer,GlobalBank,"Remote, Remote, Remote",205464,232304,2026-04-04,218884.0,1,Technology,Executive,Part-Time,Yes,Remote,Remote,Worldwide,"Airflow, Kubernetes, AWS"
job_20260419_146,Software Engineer,AI Innovations,"New York, NY, USA",92511,134072,2026-03-26,113291.5,0,Energy,Mid Level,Contract,No,New York,NY,USA,"Docker, Kubernetes, AWS"
job_20260419_147,DevOps Engineer,GlobalBank,"London, ENG, UK",189187,221641,2026-03-28,205414.0,0,Retail,Executive,Contract,No,London,ENG,UK,"Docker, Airflow, Kubernetes"
job_20260419_148,Analytics Engineer,FinTech Solutions,"Toronto, ON, Canada",113823,156949,2026-04-19,135386.0,0,Technology,Senior,Full-Time,No,Toronto,ON,Canada,"Power BI, SQL, Airflow"
job_20260419_149,Software Engineer,HealthPlus,"Sydney, NSW, Australia",149431,169723,2026-04-13,159577.0,0,Technology,Entry Level,Contract,No,Sydney,NSW,Australia,"Docker, Airflow, AWS"
job_20260419_150,DevOps Engineer,HealthPlus,"Berlin, BE, Germany",220348,252881,2026-03-24,236614.5,1,Finance,Executive,Contract,Yes,Berlin,BE,Germany,"Docker, Airflow, Kubernetes"
job_20260419_151,Data Scientist,DataSystems,"Toronto, ON, Canada",121949,160068,2026-04-18,141008.5,1,Finance,Senior,Contract,Yes,Toronto,ON,Canada,"Snowflake, Tableau, SQL"
job_20260419_152,Machine Learning Engineer,CloudNet,"Manchester, ENG, UK",136010,160983,2026-04-10,148496.5,0,Energy,Senior,Full-Time,No,Manchester,ENG,UK,"Docker, Airflow, Kubernetes"
job_20260419_153,Data Scientist,AI Innovations,"London, ENG, UK",89992,127689,2026-04-07,108840.5,0,Energy,Mid Level,Part-Time,No,London,ENG,UK,"Snowflake, Python, Tableau"
job_20260419_154,Cloud Architect,CloudNet,"New York, NY, USA",170855,204005,2026-03-30,187430.0,1,Healthcare,Senior,Contract,Yes,New York,NY,USA,"Terraform, CI/CD, AWS"
job_20260419_155,Data Scientist,AI Innovations,"Sydney, NSW, Australia",115860,157123,2026-04-02,136491.5,1,Finance,Entry Level,Part-Time,Yes,Sydney,NSW,Australia,"Machine Learning, Databricks, TensorFlow"
job_20260419_156,Analytics Engineer,GlobalBank,"Remote, Remote, Remote",137927,167665,2026-04-04,152796.0,1,Healthcare,Senior,Full-Time,Yes,Remote,Remote,Worldwide,"Power BI, Docker, Excel"
job_20260419_157,Analytics Engineer,EcoEnergy,"San Francisco, CA, USA",80287,119713,2026-04-16,100000.0,1,Finance,Entry Level,Contract,Yes,San Francisco,CA,USA,"Docker, Excel, Kubernetes"
job_20260419_158,Data Scientist,CloudNet,"Sydney, NSW, Australia",65105,95798,2026-04-12,80451.5,0,Finance,Mid Level,Full-Time,No,Sydney,NSW,Australia,"Machine Learning, Databricks, Pandas"
job_20260419_159,Data Scientist,HealthPlus,"Toronto, ON, Canada",110301,137307,2026-04-07,123804.0,0,Retail,Mid Level,Part-Time,No,Toronto,ON,Canada,"Snowflake, SQL, TensorFlow"
job_20260419_160,Software Engineer,TechCorp,"Toronto, ON, Canada",180139,221483,2026-03-22,200811.0,1,Technology,Senior,Part-Time,Yes,Toronto,ON,Canada,"Airflow, Kubernetes, AWS"
job_20260419_161,Software Engineer,CloudNet,"Sydney, NSW, Australia",63912,100374,2026-03-22,82143.0,1,Retail,Entry Level,Contract,Yes,Sydney,NSW,Australia,"Airflow, Kubernetes, AWS"
job_20260419_162,Software Engineer,EcoEnergy,"Toronto, ON, Canada",132854,177739,2026-03-29,155296.5,0,Retail,Senior,Contract,No,Toronto,ON,Canada,"Docker, Airflow, Kubernetes"
job_20260419_163,Software Engineer,FinTech Solutions,"Manchester, ENG, UK",101018,131180,2026-03-27,116099.0,1,Retail,Entry Level,Part-Time,Yes,Manchester,ENG,UK,"Docker, Kubernetes, AWS"
job_20260419_164,Data Scientist,DataSystems,"Munich, BY, Germany",97065,131238,2026-04-02,114151.5,1,Energy,Mid Level,Contract,Yes,Munich,BY,Germany,"Databricks, Python, Tableau"
job_20260419_165,DevOps Engineer,EcoEnergy,"Remote, Remote, Remote",205044,254869,2026-04-18,229956.5,1,Finance,Executive,Contract,Yes,Remote,Remote,Worldwide,"Airflow, Kubernetes, AWS"
job_20260419_166,Cloud Architect,GlobalBank,"Austin, TX, USA",116428,164752,2026-04-15,140590.0,0,Technology,Mid Level,Contract,No,Austin,TX,USA,"CI/CD, Azure, AWS"
job_20260419_167,Analytics Engineer,HealthPlus,"London, ENG, UK",166285,211649,2026-04-19,188967.0,0,Retail,Executive,Part-Time,No,London,ENG,UK,"Power BI, Looker, Airflow"
job_20260419_168,DevOps Engineer,GlobalBank,"Manchester, ENG, UK",99933,122145,2026-04-01,111039.0,0,Finance,Mid Level,Part-Time,No,Manchester,ENG,UK,"Docker, Airflow, Kubernetes"
job_20260419_169,Cloud Architect,CloudNet,"San Francisco, CA, USA",86452,120712,2026-03-31,103582.0,0,Technology,Entry Level,Full-Time,No,San Francisco,CA,USA,"AWS, Azure, CI/CD"
job_20260419_170,Software Engineer,GlobalBank,"Sydney, NSW, Australia",134457,171309,2026-04-13,152883.0,1,Technology,Entry Level,Part-Time,Yes,Sydney,NSW,Australia,"Docker, Kubernetes, AWS"
job_20260419_171,Machine Learning Engineer,EcoEnergy,"London, ENG, UK",133316,174795,2026-04-18,154055.5,0,Healthcare,Entry Level,Part-Time,No,London,ENG,UK,"Docker, Kubernetes, AWS"
job_20260419_172,Software Engineer,DataSystems,"Chicago, IL, USA",143123,172483,2026-03-22,157803.0,0,Technology,Senior,Full-Time,No,Chicago,IL,USA,"Docker, Airflow, Kubernetes"
job_20260419_173,Software Engineer,GlobalBank,"Chicago, IL, USA",229130,261282,2026-04-10,245206.0,1,Retail,Executive,Full-Time,Yes,Chicago,IL,USA,"Airflow, Kubernetes, AWS"
job_20260419_174,Data Engineer,CloudNet,"Berlin, BE, Germany",209404,242749,2026-04-14,226076.5,1,Finance,Executive,Full-Time,Yes,Berlin,BE,Germany,"Snowflake, Python, AWS"
job_20260419_175,Cloud Architect,FinTech Solutions,"New York, NY, USA",191973,231478,2026-04-19,211725.5,1,Technology,Executive,Part-Time,Yes,New York,NY,USA,"AWS, Azure, CI/CD"
job_20260419_176,Analytics Engineer,HealthPlus,"Munich, BY, Germany",95117,144405,2026-03-26,119761.0,0,Energy,Mid Level,Full-Time,No,Munich,BY,Germany,"Docker, SQL, Kubernetes"
job_20260419_177,Data Engineer,HealthPlus,"London, ENG, UK",161410,190021,2026-04-18,175715.5,1,Retail,Senior,Contract,Yes,London,ENG,UK,"Snowflake, Python, SQL"
job_20260419_178,Cloud Architect,CloudNet,"Manchester, ENG, UK",130253,180167,2026-03-22,155210.0,1,Finance,Entry Level,Part-Time,Yes,Manchester,ENG,UK,"Terraform, AWS, CI/CD"
job_20260419_179,Data Scientist,EcoEnergy,"London, ENG, UK",80784,121339,2026-03-31,101061.5,0,Technology,Entry Level,Full-Time,No,London,ENG,UK,"Machine Learning, Snowflake, Python"
job_20260419_180,Cloud Architect,DataSystems,"Toronto, ON, Canada",176162,226070,2026-04-17,201116.0,1,Energy,Executive,Contract,Yes,Toronto,ON,Canada,"Terraform, Azure, AWS"
job_20260419_181,Data Scientist,EcoEnergy,"Toronto, ON, Canada",138050,161956,2026-04-07,150003.0,1,Retail,Entry Level,Full-Time,Yes,Toronto,ON,Canada,"Snowflake, SQL, Tableau"
job_20260419_182,Data Scientist,GlobalBank,"London, ENG, UK",202954,252758,2026-03-24,227856.0,1,Finance,Executive,Full-Time,Yes,London,ENG,UK,"Databricks, SQL, TensorFlow"
job_20260419_183,Cloud Architect,DataSystems,"Munich, BY, Germany",165802,210580,2026-03-25,188191.0,1,Healthcare,Executive,Contract,Yes,Munich,BY,Germany,"Terraform, Azure, AWS"
job_20260419_184,Analytics Engineer,CloudNet,"Munich, BY, Germany",134542,174043,2026-03-20,154292.5,1,Finance,Entry Level,Contract,Yes,Munich,BY,Germany,"Looker, Airflow, Kubernetes"
job_20260419_185,Software Engineer,DataSystems,"London, ENG, UK",107886,152588,2026-04-09,130237.0,0,Technology,Senior,Full-Time,No,London,ENG,UK,"Docker, Airflow, AWS"
job_20260419_186,Data Scientist,GlobalBank,"Manchester, ENG, UK",87967,131555,2026-04-01,109761.0,1,Technology,Mid Level,Part-Time,Yes,Manchester,ENG,UK,"Machine Learning, Databricks, SQL"
job_20260419_187,Machine Learning Engineer,FinTech Solutions,"Berlin, BE, Germany",134567,170885,2026-04-02,152726.0,1,Technology,Senior,Part-Time,Yes,Berlin,BE,Germany,"Docker, Airflow, Kubernetes"
job_20260419_188,DevOps Engineer,GlobalBank,"Chicago, IL, USA",197277,242791,2026-04-18,220034.0,1,Finance,Executive,Contract,Yes,Chicago,IL,USA,"Docker, Airflow, Kubernetes"
job_20260419_189,Data Scientist,EcoEnergy,"Sydney, NSW, Australia",62018,94525,2026-04-14,78271.5,0,Finance,Mid Level,Part-Time,No,Sydney,NSW,Australia,"Tableau, SQL, TensorFlow"
job_20260419_190,Analytics Engineer,CloudNet,"Toronto, ON, Canada",94969,129544,2026-04-07,112256.5,0,Retail,Mid Level,Contract,No,Toronto,ON,Canada,"Docker, Airflow, Kubernetes"
job_20260419_191,Data Scientist,FinTech Solutions,"Chicago, IL, USA",144560,181473,2026-03-20,163016.5,1,Finance,Mid Level,Full-Time,Yes,Chicago,IL,USA,"Snowflake, Pandas, Python"
job_20260419_192,Machine Learning Engineer,FinTech Solutions,"Munich, BY, Germany",217259,259632,2026-04-03,238445.5,1,Retail,Executive,Contract,Yes,Munich,BY,Germany,"Docker, Airflow, AWS"
job_20260419_193,Software Engineer,GlobalBank,"Toronto, ON, Canada",189612,229658,2026-04-17,209635.0,0,Finance,Executive,Contract,No,Toronto,ON,Canada,"Docker, Airflow, Kubernetes"
job_20260419_194,Software Engineer,CloudNet,"San Francisco, CA, USA",220891,241485,2026-03-28,231188.0,1,Healthcare,Executive,Part-Time,Yes,San Francisco,CA,USA,"Docker, Airflow, Kubernetes"
job_20260419_195,DevOps Engineer,HealthPlus,"Austin, TX, USA",104777,126304,2026-03-25,115540.5,0,Retail,Senior,Part-Time,No,Austin,TX,USA,"Airflow, Kubernetes, AWS"
job_20260419_196,DevOps Engineer,TechCorp,"Berlin, BE, Germany",119052,155102,2026-03-28,137077.0,0,Finance,Entry Level,Full-Time,No,Berlin,BE,Germany,"Docker, Kubernetes, AWS"
job_20260419_197,DevOps Engineer,CloudNet,"Manchester, ENG, UK",79457,125910,2026-04-11,102683.5,1,Energy,Mid Level,Full-Time,Yes,Manchester,ENG,UK,"Airflow, Kubernetes, AWS"
job_20260419_198,Data Scientist,FinTech Solutions,"Sydney, NSW, Australia",177104,204777,2026-04-06,190940.5,0,Healthcare,Senior,Contract,No,Sydney,NSW,Australia,"Snowflake, Pandas, SQL"
job_20260419_199,Data Scientist,FinTech Solutions,"Berlin, BE, Germany",214101,246427,2026-04-11,230264.0,1,Retail,Executive,Contract,Yes,Berlin,BE,Germany,"Machine Learning, Databricks, Pandas"
job_20260419_200,Data Scientist,EcoEnergy,"Chicago, IL, USA",146770,177095,2026-04-01,161932.5,0,Energy,Senior,Part-Time,No,Chicago,IL,USA,"Python, Pandas, TensorFlow"
job_20260419_201,Machine Learning Engineer,GlobalBank,"Munich, BY, Germany",137419,187113,2026-04-12,162266.0,0,Technology,Mid Level,Part-Time,No,Munich,BY,Germany,"Docker, Airflow, AWS"
job_20260419_202,DevOps Engineer,AI Innovations,"Sydney, NSW, Australia",117600,154002,2026-04-16,135801.0,1,Retail,Entry Level,Full-Time,Yes,Sydney,NSW,Australia,"Docker, Airflow, Kubernetes"
job_20260419_203,Data Scientist,HealthPlus,"Munich, BY, Germany",216168,239474,2026-03-21,227821.0,0,Finance,Executive,Contract,No,Munich,BY,Germany,"Machine Learning, SQL, Tableau"
job_20260419_204,Software Engineer,DataSystems,"San Francisco, CA, USA",85541,132762,2026-04-14,109151.5,0,Retail,Mid Level,Part-Time,No,San Francisco,CA,USA,"Docker, Airflow, Kubernetes"
job_20260419_205,Data Engineer,EcoEnergy,"San Francisco, CA, USA",172618,202953,2026-04-10,187785.5,1,Retail,Executive,Part-Time,Yes,San Francisco,CA,USA,"Snowflake, Tableau, AWS"
job_20260419_206,Software Engineer,CloudNet,"Berlin, BE, Germany",99535,141082,2026-04-01,120308.5,0,Healthcare,Mid Level,Part-Time,No,Berlin,BE,Germany,"Docker, Kubernetes, AWS"
job_20260419_207,Software Engineer,GlobalBank,"Chicago, IL, USA",112934,143704,2026-04-04,128319.0,0,Technology,Mid Level,Part-Time,No,Chicago,IL,USA,"Docker, Airflow, AWS"
job_20260419_208,Software Engineer,DataSystems,"Manchester, ENG, UK",85645,133517,2026-03-21,109581.0,0,Technology,Mid Level,Part-Time,No,Manchester,ENG,UK,"Docker, Kubernetes, AWS"
job_20260419_209,Software Engineer,AI Innovations,"New York, NY, USA",146055,167622,2026-04-12,156838.5,1,Technology,Entry Level,Part-Time,Yes,New York,NY,USA,"Docker, Kubernetes, AWS"
job_20260419_210,Data Scientist,GlobalBank,"Munich, BY, Germany",161593,206298,2026-03-28,183945.5,1,Finance,Executive,Full-Time,Yes,Munich,BY,Germany,"Snowflake, Databricks, Tableau"
job_20260419_211,Data Engineer,GlobalBank,"Berlin, BE, Germany",69778,90246,2026-03-24,80012.0,0,Technology,Entry Level,Part-Time,No,Berlin,BE,Germany,"SQL, Kubernetes, AWS"
job_20260419_212,Cloud Architect,CloudNet,"Austin, TX, USA",177516,205590,2026-04-14,191553.0,1,Retail,Executive,Part-Time,Yes,Austin,TX,USA,"Terraform, Azure, AWS"
job_20260419_213,Software Engineer,CloudNet,"Berlin, BE, Germany",149853,193218,2026-03-25,171535.5,0,Healthcare,Mid Level,Contract,No,Berlin,BE,Germany,"Airflow, Kubernetes, AWS"
job_20260419_214,Data Scientist,TechCorp,"Sydney, NSW, Australia",103061,124826,2026-04-19,113943.5,0,Healthcare,Senior,Part-Time,No,Sydney,NSW,Australia,"Pandas, Tableau, TensorFlow"
job_20260419_215,Machine Learning Engineer,GlobalBank,"Sydney, NSW, Australia",172769,195914,2026-04-07,184341.5,1,Retail,Senior,Contract,Yes,Sydney,NSW,Australia,"Docker, Airflow, Kubernetes"
job_20260419_216,DevOps Engineer,GlobalBank,"London, ENG, UK",96843,139917,2026-04-08,118380.0,1,Finance,Entry Level,Contract,Yes,London,ENG,UK,"Airflow, Kubernetes, AWS"
job_20260419_217,Cloud Architect,AI Innovations,"Toronto, ON, Canada",129729,151439,2026-04-17,140584.0,0,Energy,Senior,Part-Time,No,Toronto,ON,Canada,"Terraform, Azure, CI/CD"
job_20260419_218,Analytics Engineer,CloudNet,"London, ENG, UK",127681,175687,2026-04-15,151684.0,0,Retail,Senior,Part-Time,No,London,ENG,UK,"Looker, Airflow, Excel"
job_20260419_219,Analytics Engineer,GlobalBank,"Chicago, IL, USA",141263,169813,2026-04-02,155538.0,0,Energy,Executive,Part-Time,No,Chicago,IL,USA,"Docker, SQL, AWS"
job_20260419_220,Machine Learning Engineer,TechCorp,"Chicago, IL, USA",171006,202584,2026-03-24,186795.0,0,Energy,Executive,Part-Time,No,Chicago,IL,USA,"Docker, Kubernetes, AWS"
job_20260419_221,Machine Learning Engineer,HealthPlus,"Sydney, NSW, Australia",111783,147974,2026-03-26,129878.5,0,Finance,Senior,Contract,No,Sydney,NSW,Australia,"Docker, Airflow, AWS"
job_20260419_222,Data Scientist,DataSystems,"London, ENG, UK",169218,210755,2026-03-23,189986.5,0,Retail,Executive,Full-Time,No,London,ENG,UK,"Pandas, SQL, Tableau"
job_20260419_223,Data Scientist,GlobalBank,"London, ENG, UK",63412,96823,2026-04-14,80117.5,1,Energy,Mid Level,Contract,Yes,London,ENG,UK,"Databricks, Python, TensorFlow"
job_20260419_224,Cloud Architect,EcoEnergy,"Chicago, IL, USA",106917,151995,2026-03-31,129456.0,0,Technology,Mid Level,Contract,No,Chicago,IL,USA,"Terraform, CI/CD, AWS"
job_20260419_225,Data Scientist,TechCorp,"Toronto, ON, Canada",82827,116863,2026-03-26,99845.0,0,Energy,Mid Level,Full-Time,No,Toronto,ON,Canada,"Tableau, Python, SQL"
job_20260419_226,Data Scientist,GlobalBank,"Manchester, ENG, UK",111365,140852,2026-04-10,126108.5,0,Finance,Senior,Part-Time,No,Manchester,ENG,UK,"Databricks, Pandas, Snowflake"
job_20260419_227,Cloud Architect,AI Innovations,"Toronto, ON, Canada",123341,163589,2026-04-10,143465.0,1,Healthcare,Senior,Contract,Yes,Toronto,ON,Canada,"AWS, Azure, CI/CD"
job_20260419_228,Machine Learning Engineer,CloudNet,"Berlin, BE, Germany",178170,218692,2026-04-09,198431.0,0,Energy,Executive,Contract,No,Berlin,BE,Germany,"Docker, Airflow, Kubernetes"
job_20260419_229,Data Engineer,HealthPlus,"San Francisco, CA, USA",158299,192413,2026-04-19,175356.0,0,Retail,Senior,Contract,No,San Francisco,CA,USA,"Docker, SQL, Kubernetes"
job_20260419_230,Machine Learning Engineer,TechCorp,"Manchester, ENG, UK",122133,154231,2026-04-13,138182.0,1,Energy,Mid Level,Part-Time,Yes,Manchester,ENG,UK,"Docker, Kubernetes, AWS"
job_20260419_231,Data Engineer,GlobalBank,"Berlin, BE, Germany",164092,206381,2026-03-25,185236.5,1,Retail,Executive,Contract,Yes,Berlin,BE,Germany,"Snowflake, Docker, Airflow"
job_20260419_232,DevOps Engineer,AI Innovations,"Berlin, BE, Germany",206645,253613,2026-04-06,230129.0,0,Retail,Executive,Part-Time,No,Berlin,BE,Germany,"Docker, Kubernetes, AWS"
job_20260419_233,Data Scientist,AI Innovations,"Toronto, ON, Canada",143509,166869,2026-03-26,155189.0,0,Energy,Executive,Contract,No,Toronto,ON,Canada,"Snowflake, Python, Tableau"
job_20260419_234,Cloud Architect,EcoEnergy,"Munich, BY, Germany",73758,102872,2026-04-12,88315.0,0,Healthcare,Mid Level,Part-Time,No,Munich,BY,Germany,"Terraform, Azure, CI/CD"
job_20260419_235,Analytics Engineer,DataSystems,"Sydney, NSW, Australia",154793,175814,2026-03-30,165303.5,1,Healthcare,Executive,Full-Time,Yes,Sydney,NSW,Australia,"Power BI, Kubernetes, AWS"
job_20260419_236,Data Engineer,HealthPlus,"Austin, TX, USA",142056,171757,2026-03-29,156906.5,1,Technology,Executive,Part-Time,Yes,Austin,TX,USA,"Airflow, Kubernetes, AWS"
job_20260419_237,Machine Learning Engineer,AI Innovations,"Munich, BY, Germany",202286,244360,2026-03-27,223323.0,0,Technology,Executive,Full-Time,No,Munich,BY,Germany,"Docker, Airflow, AWS"
job_20260419_238,DevOps Engineer,AI Innovations,"Chicago, IL, USA",145276,168213,2026-04-02,156744.5,1,Finance,Mid Level,Full-Time,Yes,Chicago,IL,USA,"Airflow, Kubernetes, AWS"
job_20260419_239,Data Engineer,EcoEnergy,"Chicago, IL, USA",202068,250758,2026-03-22,226413.0,0,Retail,Executive,Full-Time,No,Chicago,IL,USA,"Python, Airflow, Kubernetes"
job_20260419_240,Cloud Architect,HealthPlus,"London, ENG, UK",167771,216090,2026-03-22,191930.5,1,Finance,Senior,Part-Time,Yes,London,ENG,UK,"AWS, Azure, CI/CD"
job_20260419_241,Analytics Engineer,CloudNet,"Austin, TX, USA",108687,142799,2026-04-14,125743.0,0,Technology,Entry Level,Contract,No,Austin,TX,USA,"Power BI, Kubernetes, AWS"
job_20260419_242,Data Engineer,CloudNet,"Toronto, ON, Canada",219646,258907,2026-03-23,239276.5,0,Technology,Executive,Full-Time,No,Toronto,ON,Canada,"Airflow, Tableau, AWS"
job_20260419_243,Machine Learning Engineer,EcoEnergy,"New York, NY, USA",167092,210683,2026-04-19,188887.5,0,Technology,Executive,Part-Time,No,New York,NY,USA,"Docker, Airflow, AWS"
job_20260419_244,Data Scientist,EcoEnergy,"Sydney, NSW, Australia",143739,184139,2026-04-19,163939.0,1,Finance,Mid Level,Full-Time,Yes,Sydney,NSW,Australia,"Machine Learning, Snowflake, Python"
job_20260419_245,Machine Learning Engineer,TechCorp,"Austin, TX, USA",158409,195567,2026-04-10,176988.0,0,Healthcare,Senior,Part-Time,No,Austin,TX,USA,"Docker, Airflow, AWS"
job_20260419_246,Data Engineer,TechCorp,"Munich, BY, Germany",77074,114181,2026-04-13,95627.5,1,Healthcare,Entry Level,Part-Time,Yes,Munich,BY,Germany,"Snowflake, Docker, Airflow"
job_20260419_247,DevOps Engineer,TechCorp,"San Francisco, CA, USA",181976,216769,2026-04-15,199372.5,1,Retail,Senior,Contract,Yes,San Francisco,CA,USA,"Airflow, Kubernetes, AWS"
job_20260419_248,Cloud Architect,EcoEnergy,"Chicago, IL, USA",142687,169593,2026-03-23,156140.0,1,Finance,Mid Level,Full-Time,Yes,Chicago,IL,USA,"Terraform, AWS, CI/CD"
job_20260419_249,DevOps Engineer,TechCorp,"Chicago, IL, USA",175586,201147,2026-04-17,188366.5,1,Healthcare,Executive,Contract,Yes,Chicago,IL,USA,"Docker, Kubernetes, AWS"
job_20260419_250,Data Engineer,TechCorp,"Remote, Remote, Remote",152024,193995,2026-04-02,173009.5,1,Retail,Senior,Full-Time,Yes,Remote,Remote,Worldwide,"Snowflake, Docker, Kubernetes"
job_20260419_251,Data Engineer,EcoEnergy,"Sydney, NSW, Australia",136229,175527,2026-04-07,155878.0,0,Technology,Senior,Full-Time,No,Sydney,NSW,Australia,"SQL, Kubernetes, AWS"
job_20260419_252,Machine Learning Engineer,FinTech Solutions,"Manchester, ENG, UK",123074,146145,2026-03-24,134609.5,0,Energy,Senior,Part-Time,No,Manchester,ENG,UK,"Docker, Airflow, Kubernetes"
job_20260419_253,DevOps Engineer,FinTech Solutions,"Toronto, ON, Canada",115777,159608,2026-04-19,137692.5,1,Finance,Mid Level,Contract,Yes,Toronto,ON,Canada,"Docker, Kubernetes, AWS"
job_20260419_254,DevOps Engineer,FinTech Solutions,"Toronto, ON, Canada",188301,233619,2026-03-20,210960.0,1,Energy,Senior,Contract,Yes,Toronto,ON,Canada,"Docker, Airflow, Kubernetes"
job_20260419_255,Data Scientist,EcoEnergy,"Chicago, IL, USA",93027,136327,2026-04-16,114677.0,1,Energy,Mid Level,Full-Time,Yes,Chicago,IL,USA,"Machine Learning, Tableau, TensorFlow"
job_20260419_256,Data Engineer,DataSystems,"Remote, Remote, Remote",146905,192804,2026-03-24,169854.5,1,Retail,Entry Level,Contract,Yes,Remote,Remote,Worldwide,"Docker, Tableau, AWS"
job_20260419_257,DevOps Engineer,DataSystems,"Chicago, IL, USA",187229,210617,2026-03-29,198923.0,0,Finance,Senior,Part-Time,No,Chicago,IL,USA,"Docker, Airflow, Kubernetes"
job_20260419_258,Machine Learning Engineer,CloudNet,"Austin, TX, USA",101408,124665,2026-04-11,113036.5,0,Technology,Mid Level,Part-Time,No,Austin,TX,USA,"Docker, Kubernetes, AWS"
job_20260419_259,DevOps Engineer,TechCorp,"London, ENG, UK",200673,244641,2026-03-24,222657.0,1,Healthcare,Executive,Full-Time,Yes,London,ENG,UK,"Docker, Airflow, Kubernetes"
job_20260419_260,Machine Learning Engineer,HealthPlus,"New York, NY, USA",112107,144546,2026-04-10,128326.5,1,Healthcare,Mid Level,Full-Time,Yes,New York,NY,USA,"Docker, Kubernetes, AWS"
job_20260419_261,Analytics Engineer,TechCorp,"Remote, Remote, Remote",120068,158130,2026-03-31,139099.0,1,Retail,Entry Level,Full-Time,Yes,Remote,Remote,Worldwide,"Power BI, Excel, Kubernetes"
job_20260419_262,Cloud Architect,AI Innovations,"Austin, TX, USA",113916,152624,2026-04-04,133270.0,1,Retail,Senior,Contract,Yes,Austin,TX,USA,"Terraform, CI/CD, AWS"
job_20260419_263,Cloud Architect,DataSystems,"Sydney, NSW, Australia",125528,171010,2026-03-24,148269.0,0,Technology,Mid Level,Part-Time,No,Sydney,NSW,Australia,"Terraform, Azure, CI/CD"
job_20260419_264,Software Engineer,DataSystems,"Toronto, ON, Canada",141338,168343,2026-03-22,154840.5,1,Finance,Mid Level,Part-Time,Yes,Toronto,ON,Canada,"Airflow, Kubernetes, AWS"
job_20260419_265,DevOps Engineer,EcoEnergy,"London, ENG, UK",108976,158308,2026-04-19,133642.0,1,Technology,Mid Level,Full-Time,Yes,London,ENG,UK,"Docker, Airflow, AWS"
job_20260419_266,Software Engineer,FinTech Solutions,"London, ENG, UK",178554,213591,2026-03-31,196072.5,1,Finance,Executive,Full-Time,Yes,London,ENG,UK,"Docker, Airflow, AWS"
job_20260419_267,Software Engineer,GlobalBank,"London, ENG, UK",188840,238734,2026-03-22,213787.0,1,Finance,Executive,Full-Time,Yes,London,ENG,UK,"Docker, Airflow, Kubernetes"
job_20260419_268,Analytics Engineer,HealthPlus,"Berlin, BE, Germany",165117,202307,2026-03-23,183712.0,0,Retail,Senior,Contract,No,Berlin,BE,Germany,"Docker, SQL, AWS"
job_20260419_269,Software Engineer,AI Innovations,"Austin, TX, USA",71295,94506,2026-03-20,82900.5,0,Energy,Entry Level,Contract,No,Austin,TX,USA,"Docker, Kubernetes, AWS"
job_20260419_270,Machine Learning Engineer,DataSystems,"Austin, TX, USA",183424,216960,2026-03-23,200192.0,0,Retail,Senior,Contract,No,Austin,TX,USA,"Docker, Airflow, Kubernetes"
job_20260419_271,Software Engineer,EcoEnergy,"Remote, Remote, Remote",123047,172602,2026-04-08,147824.5,1,Energy,Senior,Part-Time,Yes,Remote,Remote,Worldwide,"Airflow, Kubernetes, AWS"
job_20260419_272,Data Engineer,DataSystems,"London, ENG, UK",126175,146556,2026-04-19,136365.5,0,Finance,Senior,Full-Time,No,London,ENG,UK,"Python, Docker, SQL"
job_20260419_273,Machine Learning Engineer,CloudNet,"Sydney, NSW, Australia",165890,190930,2026-04-06,178410.0,1,Finance,Senior,Contract,Yes,Sydney,NSW,Australia,"Docker, Kubernetes, AWS"
